epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,1420.93,1.07817,0.66931,1.21992,0.24849,0.23892,0.14755,0.05121,2.69162,3.47958,2.62277,0.0004258,0.0004258,0.0004258
147,1431.03,1.07453,0.66966,1.2113,0.26766,0.20936,0.14834,0.0501,2.69609,3.47492,2.67301,0.00042184,0.00042184,0.00042184
148,1440.35,1.07005,0.66162,1.21118,0.23227,0.2266,0.15265,0.05795,2.66458,3.3242,2.60062,0.00041788,0.00041788,0.00041788
149,1449.72,1.03813,0.63378,1.19444,0.26886,0.23187,0.16239,0.05862,2.61852,3.5365,2.55557,0.00041392,0.00041392,0.00041392
150,1459.15,1.0575,0.63909,1.19757,0.25025,0.25369,0.16844,0.06072,2.66895,3.31325,2.63788,0.00040996,0.00040996,0.00040996
151,1468.57,1.03169,0.64297,1.18267,0.29964,0.17488,0.12498,0.03959,2.76136,3.40178,2.69945,0.000406,0.000406,0.000406
152,1478.32,1.04342,0.64855,1.18893,0.2584,0.23399,0.17532,0.05727,2.74411,3.3858,2.57674,0.00040204,0.00040204,0.00040204
153,1488.02,1.02338,0.62122,1.174,0.21822,0.23153,0.14324,0.04963,2.68214,3.45832,2.64963,0.00039808,0.00039808,0.00039808
154,1497.75,1.00979,0.61688,1.16907,0.23973,0.24138,0.1505,0.0538,2.6559,3.567,2.63066,0.00039412,0.00039412,0.00039412
155,1507.25,1.01713,0.6235,1.1697,0.25198,0.24138,0.16679,0.06168,2.66647,3.56693,2.6164,0.00039016,0.00039016,0.00039016
156,1516.97,1.01041,0.61184,1.17377,0.24287,0.25362,0.15687,0.05474,2.69591,3.45113,2.73806,0.0003862,0.0003862,0.0003862
157,1526.68,1.03012,0.59905,1.1831,0.25292,0.18719,0.15029,0.05467,2.67556,3.60412,2.58691,0.00038224,0.00038224,0.00038224
158,1536.27,0.99069,0.60284,1.15294,0.24823,0.22167,0.15677,0.05523,2.66282,3.53925,2.51461,0.00037828,0.00037828,0.00037828
159,1545.92,1.01324,0.59127,1.1651,0.24758,0.2326,0.16833,0.06053,2.66888,3.56628,2.61221,0.00037432,0.00037432,0.00037432
160,1555.2,0.9766,0.59268,1.14758,0.25592,0.21429,0.16025,0.05296,2.73039,3.6808,2.63982,0.00037036,0.00037036,0.00037036
161,1564.95,0.97623,0.59592,1.14168,0.26273,0.22167,0.15256,0.05246,2.66603,3.35022,2.6081,0.0003664,0.0003664,0.0003664
162,1574.75,1.02002,0.59826,1.17802,0.24485,0.27633,0.17812,0.063,2.70674,3.36047,2.74907,0.00036244,0.00036244,0.00036244
163,1585.02,0.97346,0.57607,1.14774,0.29892,0.19951,0.15498,0.05791,2.68687,3.54118,2.64507,0.00035848,0.00035848,0.00035848
164,1594.49,0.95987,0.58169,1.13875,0.21075,0.19951,0.15018,0.0531,2.72227,3.62644,2.62858,0.00035452,0.00035452,0.00035452
165,1603.99,0.93228,0.5668,1.11501,0.25958,0.23153,0.15666,0.05563,2.71324,3.56632,2.60836,0.00035056,0.00035056,0.00035056
166,1613.84,0.9616,0.56156,1.13297,0.23425,0.18762,0.15367,0.05477,2.69733,3.7989,2.58383,0.0003466,0.0003466,0.0003466
167,1623.53,0.92726,0.55423,1.11667,0.24671,0.2266,0.15711,0.05951,2.69035,3.49911,2.63988,0.00034264,0.00034264,0.00034264
168,1633.1,0.95314,0.55594,1.12723,0.21888,0.2069,0.14867,0.05415,2.66384,3.63193,2.63718,0.00033868,0.00033868,0.00033868
169,1642.78,0.93406,0.56086,1.11941,0.28496,0.21693,0.15772,0.05615,2.67786,3.62769,2.59234,0.00033472,0.00033472,0.00033472
170,1652.64,0.93706,0.54668,1.12568,0.31155,0.18966,0.15733,0.0557,2.70735,3.61765,2.64286,0.00033076,0.00033076,0.00033076
171,1662.45,0.94262,0.55805,1.11925,0.28309,0.26847,0.1811,0.0629,2.67383,3.52399,2.62736,0.0003268,0.0003268,0.0003268
172,1672.28,0.93131,0.54926,1.11759,0.27492,0.24138,0.182,0.06348,2.67165,3.64055,2.56202,0.00032284,0.00032284,0.00032284
173,1682.33,0.91032,0.54124,1.10053,0.2655,0.22414,0.1667,0.05739,2.6926,3.65678,2.61458,0.00031888,0.00031888,0.00031888
174,1691.63,0.89091,0.52202,1.0867,0.31621,0.22167,0.17834,0.0641,2.73908,3.50336,2.62397,0.00031492,0.00031492,0.00031492
175,1701.49,0.9269,0.54926,1.10443,0.27417,0.23645,0.17891,0.05832,2.8822,3.62222,2.77563,0.00031096,0.00031096,0.00031096
176,1711.07,0.90501,0.52819,1.1026,0.29222,0.21762,0.17874,0.06316,2.73483,3.66873,2.69787,0.000307,0.000307,0.000307
177,1720.67,0.89289,0.53847,1.10245,0.2773,0.26108,0.1949,0.06866,2.71963,3.41503,2.68372,0.00030304,0.00030304,0.00030304
178,1730.13,0.88508,0.52195,1.09007,0.28631,0.24631,0.17997,0.06591,2.75673,3.49316,2.71738,0.00029908,0.00029908,0.00029908
179,1739.87,0.87315,0.51136,1.084,0.23502,0.18227,0.15251,0.05426,2.77205,3.83386,2.71855,0.00029512,0.00029512,0.00029512
180,1749.51,0.86591,0.51532,1.07328,0.29452,0.19458,0.17681,0.06218,2.71808,3.86447,2.73573,0.00029116,0.00029116,0.00029116
